1 1 100 3
1 1 1 1.01 1.02 1.03 1.04 1.05 1.06 1.07 1.08 1.09 1.1 1.11 1.12 1.13 1.14 1.15 1.16 1.17 1.18 1.19 1.2 1.21 1.22 1.23 1.24 1.25 1.26 1.27 1.28 1.29 1.3 1.31 1.32 1.33 1.34 1.35 1.36 1.37 1.38 1.39 1.4 1.41 1.42 1.43 1.44 1.45 1.46 1.47 1.48 1.49 1.5 1.51 1.52 1.53 1.54 1.55 1.56 1.57 1.58 1.59 1.6 1.61 1.62 1.63 1.64 1.65 1.66 1.67 1.68 1.69 1.7 1.71 1.72 1.73 1.74 1.75 1.76 1.77 1.78 1.79 1.8 1.81 1.82 1.83 1.84 1.85 1.86 1.87 1.88 1.89 1.9 1.91 1.92 1.93 1.94 1.95 1.96 1.97 1.98 1.99 2 
1 1 1 0.666667 10
1 1 2 0.666667 10
1 1 3 0.666667 10
1 1 4 0.666667 10
1 1 5 0.666667 10
1 1 6 0.666667 10
1 1 7 0.666667 10
1 1 8 0.666667 10
1 1 9 0.666667 10
1 1 10 0.666667 10
1 1 11 0.666667 10
1 1 12 0.666667 10
1 1 13 0.666667 10
1 1 14 0.666667 10
1 1 15 0.666667 10
1 1 16 0.666667 10
1 1 17 0.666667 10
1 1 18 0.666667 10
1 1 19 0.666667 10
1 1 20 0.666667 10
1 1 21 0.666667 10
1 1 22 0.666667 10
1 1 23 0.666667 10
1 1 24 0.666667 10
1 1 25 0.666667 10
1 1 26 0.666667 10
1 1 27 0.666667 10
1 1 28 0.666667 10
1 1 29 0.666667 10
1 1 30 0.666667 10
1 1 31 0.666667 10
1 1 32 0.666667 10
1 1 33 0.666667 10
1 1 34 0.666667 10
1 1 35 0.666667 10
1 1 36 0.666667 10
1 1 37 0.666667 10
1 1 38 0.666667 10
1 1 39 0.666667 10
1 1 40 0.666667 10
1 1 41 0.666667 10
1 1 42 0.666667 10
1 1 43 0.666667 10
1 1 44 0.666667 10
1 1 45 0.666667 10
1 1 46 0.666667 10
1 1 47 0.666667 10
1 1 48 0.666667 10
1 1 49 0.666667 10
1 1 50 0.666667 10
1 1 51 0.666667 10
1 1 52 0.666667 10
1 1 53 0.666667 10
1 1 54 0.666667 10
1 1 55 0.666667 10
1 1 56 0.666667 10
1 1 57 0.666667 10
1 1 58 0.666667 10
1 1 59 0.666667 10
1 1 60 0.666667 10
1 1 61 0.666667 10
1 1 62 0.666667 10
1 1 63 0.666667 10
1 1 64 0.666667 10
1 1 65 0.666667 10
1 1 66 0.666667 10
1 1 67 0.666667 10
1 1 68 0.666667 10
1 1 69 0.666667 10
1 1 70 0.666667 10
1 1 71 0.666667 10
1 1 72 0.666667 10
1 1 73 0.666667 10
1 1 74 0.666667 10
1 1 75 0.666667 10
1 1 76 0.666667 10
1 1 77 0.666667 10
1 1 78 0.666667 10
1 1 79 0.666667 10
1 1 80 0.666667 10
1 1 81 0.666667 10
1 1 82 0.666667 10
1 1 83 0.666667 10
1 1 84 0.666667 10
1 1 85 0.666667 10
1 1 86 0.666667 10
1 1 87 0.666667 10
1 1 88 0.666667 10
1 1 89 0.666667 10
1 1 90 0.666667 10
1 1 91 0.666667 10
1 1 92 0.666667 10
1 1 93 0.666667 10
1 1 94 0.666667 10
1 1 95 0.666667 10
1 1 96 0.666667 10
1 1 97 0.666667 10
1 1 98 0.666667 10
1 1 99 0.666667 10
1 1 100 0.666667 10
